rank,config,train_sharpe,val_sharpe,gap,stopped_epoch,time_s
210,"Deep h=16,4 do=0.4 wd=0.1 lr=0.01",3.0623,2.3956,0.6667,119,0.23
211,Linear wd=0.01 lr=0.05,3.1628,2.393,0.7698,99,0.04
212,Shallow h=12 do=0.5 wd=0.1,4.2269,2.3925,1.8344,168,0.18
213,"Deep h=16,8 do=0.3 wd=0.3 lr=0.02",2.7733,2.3878,0.3855,136,0.24
214,Linear wd=0.15 lr=0.15,3.1175,2.3852,0.7322,97,0.04
215,Bottle n=6 e=12 do=0.3 wd=0.1,3.0395,2.3835,0.656,102,0.23
216,Shallow h=12 do=0.6 wd=0.15,4.0271,2.3825,1.6446,296,0.31
217,"Deep h=16,8 do=0.6 wd=0.1 lr=0.01",2.684,2.3759,0.3081,81,0.15
218,Shallow h=12 do=0.4 wd=0.2,4.0408,2.3682,1.6726,256,0.27
219,"Deep h=16,4 do=0.5 wd=0.2 lr=0.01",2.4637,2.347,0.1167,81,0.16
220,Shallow h=16 do=0.6 wd=0.3,3.8683,2.3382,1.5301,242,0.27
221,Bottle n=6 e=12 do=0.3 wd=0.15,2.6104,2.3302,0.2802,102,0.23
222,"Deep h=16,4 do=0.6 wd=0.15 lr=0.005",3.1784,2.3211,0.8573,283,0.55
223,"Deep h=16,8 do=0.3 wd=0.15 lr=0.005",4.2129,2.3032,1.9098,169,0.32
224,Shallow h=12 do=0.4 wd=0.3,4.3234,2.2943,2.0291,203,0.21
225,Bottle n=6 e=20 do=0.5 wd=0.05,3.5591,2.2942,1.2648,174,0.42
226,Linear wd=0.1 lr=0.1,2.9869,2.2862,0.7007,89,0.04
227,"Deep h=8,4 do=0.4 wd=0.15 lr=0.01",3.6104,2.2654,1.345,167,0.31
228,"Deep h=12,6 do=0.6 wd=0.2 lr=0.005",2.1457,2.2505,-0.1049,81,0.15
229,"Deep h=16,8 do=0.3 wd=0.1 lr=0.02",3.7852,2.2469,1.5383,178,0.3
230,"Deep h=16,4 do=0.3 wd=0.15 lr=0.02",2.0499,2.2069,-0.157,103,0.19
231,"Deep h=20,10 do=0.4 wd=0.2 lr=0.02",2.9431,2.1894,0.7537,89,0.18
232,Shallow h=8 do=0.6 wd=0.15,4.1041,2.1804,1.9236,220,0.22
233,Bottle n=4 e=16 do=0.4 wd=0.1,2.2306,2.1783,0.0523,95,0.25
234,Shallow h=8 do=0.4 wd=0.1,5.5832,2.1743,3.4088,222,0.22
235,Bottle n=6 e=20 do=0.4 wd=0.05,1.9555,2.1734,-0.2178,104,0.25
236,"Deep h=16,8 do=0.3 wd=0.1 lr=0.01",4.3527,2.1665,2.1862,198,0.7
237,"Deep h=8,4 do=0.3 wd=0.15 lr=0.01",1.9182,2.1646,-0.2464,81,0.15
238,"Deep h=12,6 do=0.4 wd=0.2 lr=0.005",3.9589,2.1591,1.7998,180,0.31
239,Shallow h=16 do=0.4 wd=0.3,4.3413,2.1487,2.1926,282,0.31
240,Shallow h=16 do=0.4 wd=0.2,4.6693,2.1471,2.5222,180,0.2
241,Shallow h=16 do=0.7 wd=0.1,3.6093,2.1298,1.4795,177,0.19
242,"Deep h=16,4 do=0.5 wd=0.1 lr=0.005",3.8851,2.1157,1.7694,286,0.55
243,"Deep h=12,6 do=0.4 wd=0.15 lr=0.02",2.3157,2.0743,0.2414,106,0.18
244,Shallow h=8 do=0.7 wd=0.1,1.4362,2.0534,-0.6172,81,0.08
245,"Deep h=16,4 do=0.4 wd=0.1 lr=0.02",2.9654,2.0328,0.9326,253,0.48
246,"Deep h=16,8 do=0.4 wd=0.2 lr=0.005",2.5489,2.0299,0.519,125,0.22
247,"Deep h=16,8 do=0.4 wd=0.3 lr=0.02",2.3807,2.0286,0.3521,124,0.22
248,"Deep h=20,10 do=0.5 wd=0.2 lr=0.01",2.3325,2.014,0.3185,113,0.24
249,Shallow h=16 do=0.4 wd=0.1,4.5506,1.9995,2.5511,146,0.16
250,"Deep h=16,8 do=0.4 wd=0.2 lr=0.02",2.7771,1.9946,0.7826,85,0.15
251,"Deep h=20,10 do=0.4 wd=0.1 lr=0.02",2.9708,1.9731,0.9976,84,0.17
252,"Deep h=12,6 do=0.5 wd=0.1 lr=0.005",2.9258,1.9723,0.9535,115,0.22
253,"Deep h=16,4 do=0.6 wd=0.3 lr=0.01",1.5038,1.947,-0.4432,118,0.23
254,"Deep h=16,8 do=0.3 wd=0.3 lr=0.01",3.0194,1.9337,1.0857,96,0.17
255,"Deep h=20,10 do=0.3 wd=0.1 lr=0.01",4.3044,1.9228,2.3815,167,0.34
256,"Deep h=20,10 do=0.6 wd=0.2 lr=0.005",2.4033,1.9114,0.4919,81,0.17
257,Bottle n=3 e=16 do=0.3 wd=0.05,1.3951,1.9091,-0.514,86,0.22
258,"Deep h=12,6 do=0.5 wd=0.1 lr=0.01",2.2454,1.8726,0.3728,120,0.23
259,Shallow h=16 do=0.7 wd=0.3,3.1092,1.835,1.2742,99,0.11
260,"Deep h=16,4 do=0.3 wd=0.3 lr=0.02",2.4869,1.8327,0.6542,101,0.19
261,Bottle n=4 e=12 do=0.4 wd=0.1,2.0586,1.8181,0.2404,114,0.29
262,"Deep h=12,6 do=0.6 wd=0.1 lr=0.005",2.6934,1.817,0.8764,96,0.18
263,Bottle n=4 e=20 do=0.4 wd=0.05,2.2439,1.809,0.4349,84,0.23
264,"Deep h=16,8 do=0.4 wd=0.3 lr=0.005",2.573,1.8088,0.7642,108,0.19
265,Linear wd=0.02 lr=0.05,1.8591,1.7914,0.0678,81,0.04
266,"Deep h=16,4 do=0.3 wd=0.2 lr=0.02",2.6359,1.7849,0.851,85,0.16
267,"Deep h=12,6 do=0.3 wd=0.2 lr=0.01",3.5689,1.7764,1.7925,209,0.36
268,Bottle n=3 e=12 do=0.5 wd=0.05,2.5777,1.7687,0.809,86,0.21
269,"Deep h=20,10 do=0.3 wd=0.2 lr=0.005",4.0914,1.7676,2.3238,153,0.31
270,"Deep h=12,6 do=0.3 wd=0.1 lr=0.005",4.9193,1.7668,3.1525,185,0.31
271,"Deep h=20,10 do=0.3 wd=0.2 lr=0.02",2.8767,1.7528,1.124,247,0.51
272,Shallow h=8 do=0.4 wd=0.15,4.7995,1.7477,3.0518,248,0.24
273,"Deep h=12,6 do=0.6 wd=0.3 lr=0.005",2.2085,1.7365,0.472,113,0.22
274,"Deep h=20,10 do=0.3 wd=0.15 lr=0.01",1.7533,1.7143,0.0389,81,0.17
275,Bottle n=6 e=20 do=0.5 wd=0.1,1.2745,1.7087,-0.4342,81,0.2
276,"Deep h=12,6 do=0.5 wd=0.3 lr=0.02",1.8918,1.6965,0.1954,97,0.18
277,"Deep h=12,6 do=0.5 wd=0.15 lr=0.005",2.7483,1.6855,1.0628,113,0.21
278,"Deep h=8,4 do=0.6 wd=0.1 lr=0.01",1.9033,1.6829,0.2204,105,0.2
279,Bottle n=5 e=20 do=0.3 wd=0.1,2.1693,1.6707,0.4986,94,0.23
280,Shallow h=12 do=0.5 wd=0.15,1.8526,1.6622,0.1903,81,0.09
281,"Deep h=20,10 do=0.4 wd=0.15 lr=0.005",2.0256,1.6503,0.3752,121,0.25
282,"Deep h=16,8 do=0.3 wd=0.2 lr=0.005",3.4119,1.6341,1.7779,179,0.31
283,Linear wd=0.01 lr=0.1,2.8744,1.63,1.2444,103,0.05
284,Bottle n=3 e=20 do=0.4 wd=0.05,1.7278,1.6292,0.0986,113,0.3
285,"Deep h=8,4 do=0.5 wd=0.1 lr=0.005",2.6412,1.6123,1.0289,124,0.23
286,Shallow h=8 do=0.6 wd=0.2,3.0277,1.564,1.4637,105,0.11
287,"Deep h=12,6 do=0.5 wd=0.2 lr=0.01",2.0186,1.5109,0.5077,99,0.19
288,"Deep h=8,4 do=0.3 wd=0.15 lr=0.005",3.603,1.4816,2.1215,240,0.44
289,Bottle n=5 e=12 do=0.3 wd=0.1,2.0448,1.4638,0.581,92,0.24
290,"Deep h=16,4 do=0.5 wd=0.2 lr=0.005",1.7252,1.4496,0.2756,154,0.3
291,"Deep h=8,4 do=0.3 wd=0.1 lr=0.01",4.0318,1.4025,2.6293,217,0.4
292,"Deep h=8,4 do=0.4 wd=0.3 lr=0.02",2.5209,1.4013,1.1196,85,0.16
293,"Deep h=16,8 do=0.6 wd=0.1 lr=0.005",0.3784,1.3586,-0.9802,85,0.15
294,"Deep h=8,4 do=0.5 wd=0.15 lr=0.02",2.2804,1.3183,0.9621,85,0.16
295,Bottle n=6 e=12 do=0.3 wd=0.05,0.6046,1.2804,-0.6758,100,0.22
296,Shallow h=16 do=0.6 wd=0.1,2.0915,1.2741,0.8174,81,0.09
297,"Deep h=16,4 do=0.4 wd=0.2 lr=0.02",1.9901,1.2446,0.7455,87,0.17
298,"Deep h=20,10 do=0.4 wd=0.1 lr=0.005",2.6477,1.2257,1.422,87,0.18
299,Linear wd=0.15 lr=0.1,1.9778,1.194,0.7838,81,0.04
300,Bottle n=5 e=20 do=0.5 wd=0.05,1.8609,1.1896,0.6713,94,0.23
301,"Deep h=12,6 do=0.6 wd=0.15 lr=0.01",1.7133,1.1627,0.5506,81,0.15
302,Bottle n=4 e=12 do=0.4 wd=0.05,4.1874,1.1613,3.0261,256,0.65
303,Linear wd=0.1 lr=0.15,2.4815,1.1407,1.3408,86,0.04
304,"Deep h=8,4 do=0.6 wd=0.15 lr=0.01",0.4291,1.1263,-0.6972,125,0.23
305,Linear wd=0.1 lr=0.05,2.3191,1.0835,1.2356,86,0.04
306,Bottle n=3 e=12 do=0.4 wd=0.15,1.6269,1.0821,0.5447,99,0.25
307,"Deep h=16,8 do=0.4 wd=0.3 lr=0.01",1.3322,1.079,0.2532,82,0.15
308,Bottle n=4 e=12 do=0.5 wd=0.1,1.2918,1.0451,0.2467,88,0.22
309,Shallow h=12 do=0.4 wd=0.1,1.8517,1.0299,0.8218,81,0.09
310,"Deep h=16,8 do=0.6 wd=0.1 lr=0.02",1.8573,0.9889,0.8684,91,0.16
311,Bottle n=5 e=20 do=0.4 wd=0.05,2.6799,0.9691,1.7108,81,0.19
312,Linear wd=0.005 lr=0.15,2.3989,0.9598,1.4391,92,0.04
313,Shallow h=12 do=0.7 wd=0.2,0.7883,0.9523,-0.164,83,0.09
314,Bottle n=6 e=20 do=0.3 wd=0.05,3.7161,0.9414,2.7747,311,0.74
315,"Deep h=12,6 do=0.3 wd=0.15 lr=0.005",1.7578,0.9275,0.8303,127,0.22
316,Bottle n=5 e=12 do=0.4 wd=0.05,3.2351,0.8987,2.3364,282,0.73
317,"Deep h=16,8 do=0.3 wd=0.1 lr=0.005",4.7331,0.8677,3.8654,264,6.08
318,Linear wd=0.005 lr=0.05,2.3533,0.8574,1.4959,92,0.04
319,"Deep h=16,4 do=0.3 wd=0.3 lr=0.01",1.0608,0.8295,0.2313,101,0.19
320,Shallow h=12 do=0.5 wd=0.3,1.015,0.8222,0.1928,85,0.09
321,Linear wd=0.01 lr=0.15,2.2498,0.8016,1.4481,87,0.04
322,"Deep h=12,6 do=0.4 wd=0.1 lr=0.02",1.4532,0.7761,0.6771,85,0.15
323,Linear wd=0.2 lr=0.1,2.2897,0.7642,1.5255,84,0.04
324,"Deep h=12,6 do=0.6 wd=0.15 lr=0.02",1.8026,0.7447,1.0579,87,0.16
325,"Deep h=12,6 do=0.3 wd=0.2 lr=0.005",1.6068,0.7424,0.8644,118,0.2
326,"Deep h=16,8 do=0.3 wd=0.15 lr=0.01",3.5849,0.7391,2.8457,218,0.38
327,Linear wd=0.05 lr=0.1,2.1032,0.7379,1.3653,85,0.04
328,"Deep h=20,10 do=0.4 wd=0.15 lr=0.02",1.9288,0.7279,1.2009,85,0.18
329,"Deep h=8,4 do=0.3 wd=0.3 lr=0.01",2.0667,0.727,1.3397,94,0.17
330,Linear wd=0.005 lr=0.1,2.2465,0.6939,1.5525,85,0.04
331,"Deep h=12,6 do=0.6 wd=0.2 lr=0.02",1.5245,0.6759,0.8485,81,0.15
332,Bottle n=5 e=12 do=0.3 wd=0.05,1.3354,0.6708,0.6646,90,0.23
333,Shallow h=16 do=0.6 wd=0.2,0.033,0.637,-0.604,81,0.09
334,"Deep h=16,8 do=0.3 wd=0.15 lr=0.02",2.4037,0.6301,1.7736,85,0.15
335,Bottle n=5 e=20 do=0.3 wd=0.05,3.3827,0.6261,2.7566,233,0.63
336,"Deep h=16,4 do=0.5 wd=0.15 lr=0.01",2.1736,0.6152,1.5584,84,0.16
337,Shallow h=8 do=0.5 wd=0.15,2.1499,0.6142,1.5358,87,0.09
338,"Deep h=8,4 do=0.5 wd=0.3 lr=0.01",0.9822,0.6096,0.3726,85,0.16
339,"Deep h=12,6 do=0.5 wd=0.15 lr=0.01",-0.8373,0.5788,-1.4161,81,0.15
340,"Deep h=12,6 do=0.6 wd=0.3 lr=0.01",1.5093,0.5645,0.9448,93,0.17
341,"Deep h=8,4 do=0.6 wd=0.2 lr=0.01",1.6803,0.5591,1.1212,94,0.18
342,Bottle n=6 e=16 do=0.4 wd=0.05,-0.0686,0.5298,-0.5983,100,0.23
343,"Deep h=16,8 do=0.4 wd=0.1 lr=0.02",1.3095,0.4386,0.871,81,0.14
344,"Deep h=12,6 do=0.3 wd=0.2 lr=0.02",0.0729,0.4229,-0.35,94,0.16
345,Bottle n=4 e=16 do=0.4 wd=0.15,1.3106,0.4186,0.892,85,0.22
346,Linear wd=0.05 lr=0.05,1.8306,0.389,1.4416,81,0.04
347,"Deep h=16,4 do=0.3 wd=0.15 lr=0.005",3.804,0.3883,3.4157,201,0.38
348,Linear wd=0.02 lr=0.15,0.8235,0.3882,0.4353,81,0.04
349,"Deep h=20,10 do=0.3 wd=0.3 lr=0.005",2.2805,0.3727,1.9079,199,0.41
350,"Deep h=20,10 do=0.4 wd=0.3 lr=0.005",-0.0851,0.3347,-0.4198,106,0.22
351,"Deep h=16,4 do=0.3 wd=0.1 lr=0.005",3.5127,0.3207,3.192,320,0.6
352,Linear wd=0.02 lr=0.1,0.9878,0.3143,0.6735,82,0.04
353,Bottle n=6 e=16 do=0.3 wd=0.15,-0.4284,0.3068,-0.7352,87,0.2
354,"Deep h=16,8 do=0.4 wd=0.15 lr=0.02",1.3087,0.2431,1.0656,90,0.16
355,"Deep h=8,4 do=0.5 wd=0.1 lr=0.01",1.1594,0.1582,1.0012,113,0.21
356,Bottle n=5 e=20 do=0.4 wd=0.1,1.2953,0.1545,1.1408,155,0.37
357,"Deep h=16,8 do=0.4 wd=0.15 lr=0.01",0.9901,0.1358,0.8543,91,0.16
358,Linear wd=0.15 lr=0.05,1.267,0.111,1.156,81,0.04
